CoinId,Deity,Denomination,Material,Mint,FrontDescription,Portrait,Region,BackDescription,Year
RIC V Diocletian 26,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand, or bust of Diocletian, radiate, helmeted, cuirassed, right, or bust of Diocletian, radiate, cuirassed, left, holding spear in right hand and shield in left hand",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",290|291
RIC V Diocletian 25,Jupiter,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Jupiter, standing left, holding Victory on globe in right hand and sceptre in left hand; at foot, eagle",290|291
RIC V Diocletian 24,Hercules,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Hercules, standing left, holding olive-branch in right hand and club with lion's skin in left hand",291
RIC V Diocletian 23,Hercules,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Hercules, standing left, holding olive-branch in right hand and club with lion's skin in left hand",288
RIC V Diocletian 22,Hercules,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Hercules, standing left, holding Victory on globe in right hand and club with lion's skin in left hand",289
RIC V Diocletian 21,Hercules,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Hercules, standing left, holding Victory on globe in right hand and club with lion's skin in left hand",289
RIC V Diocletian 20,Felicitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Felicitas, draped, standing left, leaning on column with right arm and holding caduceus in left hand, crossing legs",290
RIC V Diocletian 19,Felicitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Felicitas, draped, standing left, leaning on column with right arm and holding caduceus in left hand, crossing legs",285
RIC V Diocletian 18,Felicitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Felicitas, draped, standing left, leaning on column with right arm and holding caduceus in left hand, crossing legs",291
RIC V Diocletian 17,Concordia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Two Concordiae, draped, standing facing each other, clasping right hands and holding cornucopiae in left hands",294
RIC V Diocletian 16,Minerva,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Minerva, helmeted, draped, standing left, holding spear in right hand and leaning on shield with left hand",295
RIC V Diocletian 15,Minerva,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Minerva, helmeted, draped, standing left, holding spear in right hand and leaning on shield with left hand",295
RIC V Diocletian 14,Minerva,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right",Diocletian,Gallia,"Minerva, helmeted, draped, standing left, holding spear in right hand and leaning on shield with left hand",295
RIC V Diocletian 13,,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Elephant, walking left, rider holding a goad",295
RIC V Diocletian 12,Aequitas,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Aequitas, draped, standing right, holding scales in right hand and cornucopiae in left hand",292|293
RIC V Diocletian 11,,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian|Maximian,Gallia,"Diocletian and Maximian, draped, cuirassed, riding right, raising right hands",290
RIC V Diocletian 10,Abundantia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Abundantia, draped, standing right, emptying cornucopiae",290|291
RIC V Diocletian 9,Abundantia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, helmeted, cuirassed, left, holding spear in right hand and shield in left hand, or bust of Diocletian, radiate, helmeted, cuirassed, right",Diocletian,Gallia,"Abundantia, draped, standing right, emptying cornucopiae",295
RIC V Diocletian 8,Abundantia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Abundantia, draped, standing right, emptying cornucopiae",291
RIC V Diocletian 7,Abundantia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Gallia,"Abundantia, draped, standing right, emptying cornucopiae",290
RIC V Diocletian 6,Abundantia,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Abundantia, draped, standing right, emptying cornucopiae",290
RIC V Diocletian 5,,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Gallia,"Lion, walking left, holding thunderbolt in its mouth",292
RIC V Diocletian 4,,Antoninianus,Silver,Lugdunum,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Gallia,"Lion, walking left, holding thunderbolt in its mouth",292
RIC V Diocletian 3,Victory,Aureus,Gold,Lugdunum,"Bust of Diocletian, laureate, draped, right",Diocletian,Gallia,"Victory, winged, draped, standing left, holding wreath in right hand and palm in left hand",284|294
RIC V Diocletian 2,Mars,Aureus,Gold,Lugdunum,"Bust of Diocletian, laureate, draped, right, or bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Gallia,"Mars, walking right, holding spear in right hand and trophy in left hand",284|294
RIC V Diocletian 1,Jupiter,Aureus,Gold,Lugdunum,"Bust of Diocletian, laureate, cuirassed, left, holding spear in right hand and shield in left hand",Diocletian,Gallia,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",284|294
RIC V Carus 474,,Antoninianus,Silver,Rome,"Head of Nigrinian, radiate, right",Nigrinian,Italy,Altar,284|285
RIC V Carus 473,,Antoninianus,Silver,Rome,"Head of Nigrinian, radiate, right",Nigrinian,Italy,Eagle standing on altar,284|285
RIC V Carus 472,,Antoninianus,Silver,Rome,"Head of Nigrinian, radiate, right",Nigrinian,Italy,"Eagle, standing front, head left",284|285
RIC V Carus 471,,Aureus,Gold,Rome,"Head of Nigrinian, right",Nigrinian,Italy,"Nigrinian, laid on biga on funeral pyre",284|285
RIC V Carus 470,Jupiter,Antoninianus,Silver,Tripolis,"Bust of Numerian, radiate, draped, right",Numerian,Phoenicia,"Numerian, draped, cuirassed, standing right, holding sceptre in right hand and receiving globe or Victory on globe from Jupiter or Carus standing left, holding sceptre",283|284
RIC V Carus 469,Jupiter,Antoninianus,Silver,Antioch,"Bust of Numerian, radiate, draped, right, or bust of Numerian, radiate, cuirassed, right",Numerian,Syria,"Numerian, draped, cuirassed, standing right, holding sceptre in right hand and receiving globe or Victory on globe from Jupiter or Carus standing left, holding sceptre",283|284
RIC V Carus 468,Jupiter,Antoninianus,Silver,Antioch,"Bust of Numerian, radiate, draped, right",Numerian,Syria,"Numerian, draped, cuirassed, standing right, holding sceptre in right hand and receiving globe or Victory on globe from Jupiter or Carus standing left, holding sceptre",283|284
RIC V Carus 467,Jupiter,Antoninianus,Silver,Antioch,"Bust of Numerian, radiate, draped, right",Numerian,Syria,"Numerian, draped, cuirassed, standing right, holding sceptre in right hand and receiving globe or Victory on globe from Jupiter or Carus standing left, holding sceptre",283|284
RIC V Carus 466,Jupiter,Antoninianus,Silver,Antioch,"Bust of Numerian, radiate, draped, right, or bust of Numerian, radiate, cuirassed, right",Numerian,Syria,"Numerian, draped, cuirassed, standing right, holding sceptre in right hand and receiving globe or Victory on globe from Jupiter or Carus standing left, holding sceptre",283|284
RIC V Carus 465,Hercules,Aureus,Gold,Antioch,"Bust of Numerian, laureate, draped, right",Numerian,Syria,"Hercules, standing right, leaning on club with lion's skin on rock",283|284
RIC V Carus 464,Victory,Aureus,Gold,Antioch,"Bust of Numerian, laureate, draped, cuirassed, right",Numerian,Syria,"Victory, winged, draped, walking right, holding wreath in right hand and palm in left hand",283|284
RIC V Carus 463,Jupiter,Antoninianus,Silver,Cyzicus,"Bust of Numerian, radiate, draped, right",Numerian|Carinus,Mysia,"Numerian, draped, cuirassed, standing right, holding sceptre in right hand and receiving Victory on globe from Jupiter or Carus, standing left, holding sceptre",283|284
RIC V Carus 462,,Aureus,Gold,Cyzicus,"Bust of Numerian, laureate, draped, right, or bust of Numerian, laureate, draped, cuirassed, right",Numerian|Carinus,Mysia,"and , draped, standing facing each other, holding between them Victory on globe; Victory crowning both emperors",283|284
RIC V Diocletian 187,Jupiter,Denarius,Silver,Rome,"Bust of Diocletian, laureate, draped, right",Diocletian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",285
RIC V Diocletian 186,Hercules,Denarius,Silver,Rome,"Bust of Diocletian, laureate, draped, cuirassed, right",Diocletian,Italy,"Hercules, standing left, holding Victory in right hand and lion's skin in left hand",291
RIC V Diocletian 185,Hercules,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"Hercules, standing right, leaning on club in right hand and lion's skin and bow in left hand",290
RIC V Diocletian 184,Hercules,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right",Diocletian,Italy,"Hercules, standing front, head left, holding club in right hand and trophy in left hand",291
RIC V Diocletian 183,Victory,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Italy,"Victory, winged, draped, walking left, holding wreath in right hand and palm in left hand",285
RIC V Diocletian 182,Victory,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Italy,"Victory, winged, draped, walking left, holding wreath in right hand and palm in left hand",285
RIC V Diocletian 181,Providentia,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right",Diocletian,Italy,"Providentia, draped, standing left, holding baton in right hand and sceptre in left hand; at foot, globe",285
RIC V Diocletian 180,Providentia,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Italy,"Providentia, draped, standing left, holding baton in right hand and sceptre in left hand; at foot, globe",285
RIC V Diocletian 179,Victory,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Italy,"Two Victories, winged, draped, inscribing VOT X FEL on shield on palm tree",293|295
RIC V Diocletian 178,Victory,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Italy,"Two Victories, winged, draped, inscribing VOT X on shield on palm tree",293|295
RIC V Diocletian 177,Victory,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, cuirassed, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, left, holding eagle-tipped scetpre in right hand",Diocletian,Italy,"Victory, winged, draped, inscribing VOT X on shield on palm tree",293|295
RIC V Diocletian 176,Jupiter,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right",Diocletian,Italy,"Jupiter, standing front, head right, holding thunderbolt in right hand and sceptre in left hand; at foot, eagle",293|295
RIC V Diocletian 175,Jupiter,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right, or bust of Diocletian, radiate, cuirassed, right, or bust of Diocletian, radiate, wearing imperial mantle, right or left, holding eagle-tipped scetpre in right hand",Diocletian,Italy,"Jupiter, standing left, holding thunderbolt in right hand and sceptre in left hand",293|295
RIC V Diocletian 174,Sol,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right",Diocletian,Italy,"Sol, standing left, raising right hand and holding globe in left hand",285
RIC V Diocletian 173,Mars,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right",Diocletian,Italy,"Mars, standing left, holding olive-branch in right hand and spear and shield in left hand",285
RIC V Diocletian 172,Mars,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Italy,"Mars, standing left, holding olive-branch in right hand and spear and shield in left hand",285
RIC V Diocletian 171,Laetitia,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, right",Diocletian,Italy,"Laetitia, draped, standing left, holding wreath in right hand and rudder in left hand",285
RIC V Diocletian 170,Laetitia,Antoninianus,Silver,Rome,"Bust of Diocletian, radiate, draped, cuirassed, right",Diocletian,Italy,"Laetitia, draped, standing left, holding wreath in right hand and rudder in left hand",285
